v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/config :: const ReasoningKindDynamic untyped string = "provider_dynamic"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindDynamic untyped string = "provider_dynamic"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningKindEffort untyped string = "effort"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindEffort untyped string = "effort"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningKindEffortBudget untyped string = "effort_budget"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindEffortBudget untyped string = "effort_budget"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningKindNone untyped string = "none"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindNone untyped string = "none"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningKindToggle untyped string = "toggle"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindToggle untyped string = "toggle"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningKindToggleBudget untyped string = "toggle_budget"	keep	github.com/floegence/floret/v3/config :: const ReasoningKindToggleBudget untyped string = "toggle_budget"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: type ReasoningLevel string	keep	github.com/floegence/floret/v3/config :: type ReasoningLevel string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelDefault github.com/floegence/floret/v2/config.ReasoningLevel = "default"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelDefault github.com/floegence/floret/v3/config.ReasoningLevel = "default"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelHigh github.com/floegence/floret/v2/config.ReasoningLevel = "high"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelHigh github.com/floegence/floret/v3/config.ReasoningLevel = "high"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelLow github.com/floegence/floret/v2/config.ReasoningLevel = "low"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelLow github.com/floegence/floret/v3/config.ReasoningLevel = "low"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelMax github.com/floegence/floret/v2/config.ReasoningLevel = "max"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelMax github.com/floegence/floret/v3/config.ReasoningLevel = "max"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelMedium github.com/floegence/floret/v2/config.ReasoningLevel = "medium"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelMedium github.com/floegence/floret/v3/config.ReasoningLevel = "medium"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelMinimal github.com/floegence/floret/v2/config.ReasoningLevel = "minimal"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelMinimal github.com/floegence/floret/v3/config.ReasoningLevel = "minimal"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelOff github.com/floegence/floret/v2/config.ReasoningLevel = "off"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelOff github.com/floegence/floret/v3/config.ReasoningLevel = "off"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: const ReasoningLevelXHigh github.com/floegence/floret/v2/config.ReasoningLevel = "xhigh"	keep	github.com/floegence/floret/v3/config :: const ReasoningLevelXHigh github.com/floegence/floret/v3/config.ReasoningLevel = "xhigh"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: type ReasoningSelection struct	keep	github.com/floegence/floret/v3/config :: type ReasoningSelection struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field ReasoningSelection.Level github.com/floegence/floret/v2/config.ReasoningLevel tag="json:\"level,omitempty\""	keep	github.com/floegence/floret/v3/config :: field ReasoningSelection.Level github.com/floegence/floret/v3/config.ReasoningLevel tag="json:\"level,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field ReasoningSelection.BudgetTokens int64 tag="json:\"budget_tokens,omitempty\""	keep	github.com/floegence/floret/v3/config :: field ReasoningSelection.BudgetTokens int64 tag="json:\"budget_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: method ReasoningSelection.IsZero func() bool	keep	github.com/floegence/floret/v3/config :: method ReasoningSelection.IsZero func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: type RequestEstimate struct	keep	github.com/floegence/floret/v3/config :: type RequestEstimate struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.PrefixTokens int64 tag="json:\"prefix_tokens,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.PrefixTokens int64 tag="json:\"prefix_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.MessageTokens int64 tag="json:\"message_tokens,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.MessageTokens int64 tag="json:\"message_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.ToolDefinitionTokens int64 tag="json:\"tool_definition_tokens,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.ToolDefinitionTokens int64 tag="json:\"tool_definition_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.EstimatedInputTokens int64 tag="json:\"estimated_input_tokens,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.EstimatedInputTokens int64 tag="json:\"estimated_input_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.Source string tag="json:\"source,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.Source string tag="json:\"source,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.Method github.com/floegence/floret/v2/config.EstimateMethod tag="json:\"method,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.Method github.com/floegence/floret/v3/config.EstimateMethod tag="json:\"method,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: field RequestEstimate.Confidence github.com/floegence/floret/v2/config.EstimateConfidence tag="json:\"confidence,omitempty\""	keep	github.com/floegence/floret/v3/config :: field RequestEstimate.Confidence github.com/floegence/floret/v3/config.EstimateConfidence tag="json:\"confidence,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/config :: func ValidateReasoningLevel func(level github.com/floegence/floret/v2/config.ReasoningLevel) bool	keep	github.com/floegence/floret/v3/config :: func ValidateReasoningLevel func(level github.com/floegence/floret/v3/config.ReasoningLevel) bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: type AnthropicOptions struct	keep	github.com/floegence/floret/v3/provider :: type AnthropicOptions struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.Provider string	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.Provider string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.Model string	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.Model string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.BaseURL string	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.BaseURL string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.APIKey string	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.APIKey string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.StateCompatibilityKey string	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.StateCompatibilityKey string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.HTTPClient *net/http.Client	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.HTTPClient *net/http.Client	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field AnthropicOptions.Capabilities github.com/floegence/floret/v2/provider.Capabilities	keep	github.com/floegence/floret/v3/provider :: field AnthropicOptions.Capabilities github.com/floegence/floret/v3/provider.Capabilities	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: type Attachment struct	keep	github.com/floegence/floret/v3/provider :: type Attachment struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/provider :: field Attachment.ResourceRef string tag="json:\"resource_ref\""	keep	github.com/floegence/floret/v3/provider :: field Attachment.ResourceRef string tag="json:\"resource_ref\""	retain the product-neutral contract under the v3 semantic import path
